Unnamed: 0,acc_max,gyro_max,acc_kurtosis,gyro_kurtosis,label,lin_max,acc_skewness,gyro_skewness,post_gyro_max,post_lin_max,fall
35,24.32915338,5.852682657,13.58196121,5.453600636,FOL,8.212873171,2.515493346,2.436110635,5.743177076,8.033673821,1
37,17.42761411,5.266305955,10.04393717,12.30581869,FOL,5.276240939,2.199489495,3.493236023,5.117672887,5.107752072,1
38,27.8537528,3.941350309,20.15671003,5.782674916,FOL,8.881996548,3.834242972,2.48684561,3.827909742,8.588892377,1
39,27.39029963,3.714921665,15.77758214,3.887156152,FOL,8.891331063,3.350383476,2.146755412,3.520244847,8.488600056,1
40,29.79448071,7.117411844,25.39678135,17.88871585,FOL,10.14615277,3.959819964,3.775175096,7.068062023,10.03207597,1
44,26.22648827,13.41457794,17.08930169,17.81731204,FOL,12.52290985,2.818881282,3.855538481,12.72841218,11.89094513,1
45,25.29523989,6.978968464,15.91215526,10.72267108,FOL,10.52213554,3.152833298,2.927025045,6.82226605,10.26124718,1
46,27.9067466,11.86638375,14.19484609,10.50364078,FOL,13.00387473,3.464816238,3.14489373,11.81773839,12.92262585,1
48,26.97872259,4.776496208,15.11322505,6.221589759,FOL,8.427240998,3.163944956,2.477438364,4.654658829,8.128771606,1
49,32.50528695,12.44653862,17.96684699,10.10003365,FOL,25.38230681,3.620753932,2.909441257,11.91405348,23.97211534,1
50,26.22275467,3.385559614,16.67898627,7.216380228,FOL,8.429090631,3.607963668,2.615619325,3.253806231,8.247863189,1
51,31.70474891,4.567078642,30.21756427,20.13727815,FOL,16.06165486,4.767829131,4.062731403,4.400752418,15.76857146,1
52,26.01487513,5.940902496,19.48469504,4.627918559,FOL,9.310903007,3.356447132,2.28985232,5.899897099,9.234293583,1
54,31.12469525,6.659789519,14.47813444,7.996160859,FOL,12.05764084,2.820886776,2.768618973,6.606397309,11.97194319,1
55,26.39953699,7.989815467,11.33452431,9.809080048,FOL,9.853494554,2.632928651,3.073836831,7.865069517,9.635474544,1
56,25.11602838,4.375955301,12.93673166,8.797721287,FOL,8.557421879,2.741051612,2.955808852,4.24618992,8.340526209,1
59,24.87609361,5.001518254,15.07521142,9.776124081,FOL,6.813309219,2.599405896,3.042661314,4.941020228,6.733751438,1
60,22.26166953,6.90736968,11.08984256,8.369569415,FOL,10.15367973,2.086596978,2.89877375,6.79095657,9.832387421,1
61,26.31065524,5.192876474,17.56904156,9.776727357,FOL,11.58405577,3.587634403,2.848476664,4.691588495,10.68428515,1
62,25.03379082,11.83443278,9.777387296,12.39321662,FOL,11.25419913,1.39775845,3.343049211,11.5616724,10.99744913,1
63,19.16236271,3.469550848,4.345405649,1.778404,FOL,6.021032693,1.402317995,1.542481812,2.605007817,4.816096249,1
64,27.36787361,6.043061738,16.34207843,8.987305864,FOL,9.192053237,3.676082803,2.872629796,5.999338976,9.099963797,1
65,27.17933977,2.424846686,15.91768922,8.941686465,FOL,7.15380197,3.53323436,2.736580997,2.38638521,7.087699689,1
66,25.15085163,4.968589681,13.21953949,6.676970937,FOL,8.524083362,2.835145276,2.557475824,4.831042551,8.296243381,1
67,22.11312336,7.787059278,12.79622025,9.564909019,FOL,11.07372442,2.683742508,2.689859892,7.616393482,10.80924426,1
68,27.35736497,3.559018908,19.50156065,4.144923393,FOL,11.99572518,3.771534468,2.105487861,3.273288363,11.56793583,1
69,27.30796138,10.47373113,17.46204658,28.05106969,FOL,16.90613495,3.78906308,4.5960625,10.28070109,16.59364036,1
71,27.23022729,6.427631888,11.21051391,3.088725443,FOL,9.099905496,1.975805293,1.808015233,6.248047638,8.759244148,1
73,21.34983033,2.217717238,14.00693384,4.51034207,FOL,4.533732644,2.503385554,2.1605553,2.180834431,4.438774427,1
74,21.37454218,4.3737029,7.851930877,4.834848927,FOL,7.530551574,1.567655431,2.13768012,3.468334416,5.71546658,1
75,26.65262955,3.738995111,13.2732837,4.492786515,FOL,10.7845581,3.179360022,2.176169488,3.377893519,9.633466762,1
76,26.66853716,13.62671599,9.972860042,17.98093875,FOL,17.00488887,2.487294453,3.609781587,13.46967906,16.33360828,1
77,26.91773212,5.675822782,13.03711952,5.522029704,FOL,8.813932562,2.940640637,2.336599865,5.548924074,8.701362579,1
78,25.68936719,4.190992871,11.64569383,2.017970039,FOL,11.0264977,2.558862513,1.563392888,3.967352361,10.63242132,1
79,27.83558488,7.185759365,21.83180778,18.58475191,FOL,9.493182899,4.310418853,3.505618964,7.113643625,9.365838897,1
81,27.70132326,11.54321132,15.34220216,32.30167476,FOL,12.06562854,2.086060239,5.174100986,11.45691972,11.9767786,1
83,27.6950402,5.370985154,14.59047167,17.51975986,FOL,11.00521714,2.684103946,3.517998399,5.330338508,10.91377127,1
85,29.60171401,4.399816485,20.34792607,5.659680674,FOL,11.07721825,4.231234669,2.419274713,4.319631263,10.99282707,1
88,25.81948154,4.328385509,19.11846632,5.999592855,FOL,8.865652842,3.587246673,2.514670821,4.1135821,8.445417267,1
89,23.48900788,3.208091461,15.60963536,7.889992009,FOL,11.47359902,3.152207636,2.748006332,3.129744571,11.35167221,1
90,27.5605868,10.52738398,17.58082878,25.59435837,FOL,10.73851373,3.736590512,4.395620409,10.43305326,10.46235628,1
92,30.92779009,8.172899573,14.30969303,10.11609082,FOL,13.44763735,3.107173905,3.084254225,7.959855341,13.13525473,1
93,30.43028471,9.268062495,13.66734373,12.27297526,FOL,17.74036345,2.816485212,3.204415913,9.21479361,17.66508257,1
96,26.70064506,9.377066564,15.02240634,8.048562017,FOL,12.44232658,3.21957717,2.809549069,8.873217425,11.66204219,1
97,23.21503059,4.747329356,11.10884898,9.911322125,FOL,8.241073417,2.306595022,3.063127951,4.69834002,8.157452761,1
100,23.66055525,3.527754676,14.7725339,2.74986082,FOL,8.150826772,2.972588448,1.893718916,3.44498018,7.951313132,1
101,30.13133239,8.42286583,17.46340264,12.32396157,FOL,9.454144524,3.252065854,3.170619484,8.343468618,9.230413182,1
102,24.98222833,4.192506621,15.42735228,4.887696289,FOL,8.960713414,3.128589657,2.379735885,3.999956836,8.597185936,1
103,28.70425361,5.530128044,15.56545966,6.599114087,FOL,9.485751836,2.324631336,2.598400304,5.078532506,8.778969786,1
104,29.84757681,8.722634069,22.45167751,21.70299801,FOL,15.48064694,4.247701919,3.966684353,8.690261092,15.38618082,1
105,19.65337215,11.15238404,9.666347726,10.24288183,FOL,12.70712524,0.277935977,3.080161876,11.09284896,12.6378828,1
106,21.34143054,3.472801658,6.898124337,2.983051217,FOL,6.232901979,1.431716859,1.937570916,2.695016051,5.398729965,1
107,31.9447501,7.130137883,28.46614652,20.41225753,FOL,11.52972721,4.762889546,3.827603986,7.033992076,11.38716531,1
108,30.01115022,6.250940934,17.00692237,9.615722297,FOL,14.59948546,3.389523179,2.945655622,6.083945526,14.31655016,1
109,24.28557104,4.283843585,15.95560613,4.152078418,FOL,8.898175181,3.104096859,2.187378669,3.143002358,8.171021912,1
110,27.82148468,6.032834621,11.16763828,18.6730427,FOL,11.7562819,3.06995495,3.750283693,5.729837913,11.19337789,1
111,23.90690102,5.93698688,13.5934109,6.180838697,FOL,8.665186485,2.544129125,2.487028509,5.760024321,8.454266429,1
112,30.49366521,8.306171416,12.58137218,7.284915895,FOL,15.37054015,3.058917641,2.633699626,8.175667664,15.23176247,1
113,27.52450096,12.94409854,31.85592563,22.89118623,FOL,14.45481775,4.849024273,4.283889638,12.88811098,14.36878411,1
114,25.2811146,8.554418966,15.61080693,25.80171228,FOL,8.912544145,3.477507382,4.355290949,8.488483708,8.735672232,1
116,21.87973771,5.266816857,9.893831143,2.780922106,FOL,9.788464731,1.970088696,1.764235514,3.925820708,8.633558781,1
117,19.16179009,4.489518748,9.836949604,7.675524608,FOL,6.745785478,2.236182564,2.765946606,4.022806299,6.307137769,1
118,27.20088428,5.012473421,21.79350789,6.661562564,FOL,9.642260135,3.782415364,2.632940507,4.876518495,9.406339784,1
120,32.34371288,8.684982479,22.21468267,12.43437552,FOL,13.65036066,4.157685872,3.114112435,8.64094295,13.5606635,1
121,22.09839609,6.355874516,15.8416803,5.685543344,FOL,11.57545111,1.751813058,2.520639516,6.194397393,11.25448294,1
122,25.86449999,6.511953613,14.18719004,5.324864307,FOL,7.945561266,3.022175307,2.376938785,6.325522081,7.719352387,1
124,21.93945903,5.174160401,10.21644935,7.997161876,FOL,11.46496378,1.898783357,2.873915041,4.648574395,10.72486227,1
125,21.06678217,4.613066657,9.55655859,5.205418908,FOL,7.447731968,1.863982756,2.39859012,4.51650743,7.300988277,1
126,23.0414773,11.28364765,10.98366521,21.91363162,FOL,14.41063484,2.106168642,3.775088048,11.17314518,14.20669,1
127,24.45124339,10.50424643,14.09355453,17.50710793,FOL,13.26602071,2.302914495,3.651233381,10.03087949,12.79057003,1
129,29.09393948,10.89339025,18.68076825,19.16679997,FOL,12.98053118,3.046796194,3.840456057,9.878586526,11.27025907,1
132,27.92620989,11.88284294,11.3605724,9.923060043,FOL,12.0586085,2.617217955,2.830376695,11.79350507,11.88351407,1
133,26.59076686,6.005249475,14.58077438,5.144307512,FOL,9.404626815,3.018165812,2.335439711,5.86542837,9.251301287,1
134,24.90966383,6.854609024,11.25387756,7.202091185,FOL,9.327442975,2.954912047,2.64815822,6.737131757,9.174319793,1
135,28.52198371,4.035489976,22.34583471,6.399693577,FOL,10.92910062,3.723554823,2.482585012,3.961124193,10.76323514,1
136,25.76074561,5.916031403,12.85597043,9.715599832,FOL,10.44355671,2.746549384,2.886409424,5.625719013,10.08465987,1
137,22.60561239,5.308682133,8.582499979,8.054788063,FOL,5.078533915,2.227024436,2.740568299,5.278557123,4.994166306,1
138,32.88555051,13.08322817,16.48790698,15.34413209,FOL,16.33902267,3.467779867,3.469460113,13.01492179,16.2654519,1
140,29.22546891,12.19376376,20.54044481,29.96723721,FOL,11.53069774,4.243934363,4.630564568,12.05720496,11.08988451,1
141,27.84681132,13.36418596,17.91590731,24.96171711,FOL,12.63815289,2.805017093,4.481849338,13.28314323,12.53053821,1
142,23.03921061,5.876059798,14.21742599,11.27879435,FOL,8.752190354,3.10999599,3.042066361,5.806370943,8.591241946,1
144,24.80974348,7.449154094,13.49215273,14.09580208,FOL,12.37558465,3.246963583,3.517246854,7.357668484,12.18787555,1
145,23.46229221,6.080788418,11.28320387,9.604378726,FOL,6.06410951,2.686601631,3.0320009,5.767712232,5.269320848,1
146,30.72443886,10.74175223,22.4106651,20.54218786,FOL,12.24421911,3.707190893,4.053763032,10.66306494,12.07327223,1
149,25.45083396,8.578678964,19.24345714,16.34560617,FOL,12.69673629,3.792082099,3.551531391,8.533285472,12.56097399,1
150,26.87110082,5.668014208,18.39170466,6.878239119,FOL,7.65085639,3.124128695,2.41707847,5.296033497,7.117926195,1
152,21.49260487,4.993791625,7.867664026,3.956983669,FOL,6.069837871,1.553318729,2.082218783,4.800581894,5.733241772,1
153,23.8444627,3.890791606,20.02241956,6.072272997,FOL,7.804105823,3.445165312,2.496622539,3.70805455,7.543064163,1
154,26.86926372,10.21327392,16.20816334,25.53853591,FOL,11.96899633,3.278384335,4.283339335,10.09611194,11.78299997,1
155,23.6600401,6.082606356,11.38265656,7.212532469,FOL,11.70418767,2.254495829,2.671927083,5.964258411,11.60750657,1
156,32.1669971,10.74850784,34.44696329,14.48755664,FOL,12.17460571,4.629569326,3.475934499,10.70595942,12.1067975,1
157,26.07920944,7.343377922,21.19284461,10.38273247,FOL,11.79882025,3.114398577,3.023460818,6.968398704,11.21072983,1
158,23.26522226,5.58222571,9.900167864,7.363696557,FOL,7.737861695,1.988520774,2.737226526,5.266133058,6.982858825,1
159,27.68372753,8.176336705,18.29066257,8.743320474,FOL,11.16723752,3.562672045,2.866333182,7.414276132,10.61326913,1
160,23.48908711,8.765598839,20.08523739,10.91611554,FOL,15.91995936,3.369339124,3.170996128,8.615887931,15.59621174,1
161,21.22178301,8.051761935,10.51911345,9.632143282,FOL,9.843320712,2.683410864,3.053096643,7.733705516,8.808525256,1
162,23.78901888,9.049875244,18.64069499,32.02870211,FOL,8.927617949,2.799865426,4.593088279,8.306803408,7.590188184,1
163,20.61370018,4.250186368,10.20606299,4.988440661,FOL,6.615673719,1.669266501,2.38019566,4.18456383,6.475336749,1
164,26.12227879,3.301085628,15.13066682,4.645405152,FOL,6.926906677,3.235295607,2.276308964,3.226771916,6.830516254,1
165,23.750618,1.747294004,12.27698813,9.563321126,FOL,7.288975673,2.198220178,3.063817771,1.696580231,7.224296462,1
166,22.1603399,5.948816086,11.15329569,3.3112214,FOL,12.72424722,2.260685722,1.979525473,5.800355407,12.52268293,1
167,19.96599426,1.932479906,10.7944714,8.143929906,FOL,4.921968371,1.8495723,2.835732741,1.847583369,4.851965237,1
168,29.50051711,9.634287777,14.33507631,14.49189346,FOL,20.05971736,2.753885888,3.444022746,9.549144356,19.86655987,1
170,23.92386855,3.531771773,9.09790113,4.344007123,FOL,4.984876199,1.709424404,2.136298739,3.41068864,4.828561693,1
171,24.41318558,7.67647968,10.50711828,7.131218317,FOL,9.796448512,2.437042518,2.673415334,7.551587615,9.55272888,1
172,23.79169698,4.33293056,9.948066667,5.012285316,FOL,7.661426245,2.212771432,2.369848726,3.842791121,7.204795686,1
173,29.45922455,9.842964109,13.92599499,9.816007276,FOL,12.46028949,2.841430121,3.011173594,9.604333646,11.76408195,1
175,22.26561467,6.842974445,15.35396159,13.12064669,FOL,12.66616343,3.715297028,3.517842371,6.642018583,12.41880348,1
176,32.0863736,10.43681142,20.70872822,9.611301838,FOL,16.18120198,3.231708268,2.997897061,10.26142951,15.88915229,1
178,25.75621802,5.014037774,18.94212241,11.72596576,FOL,8.807079144,3.452376358,2.797543044,3.947532034,8.171698884,1
179,26.36834107,10.5690108,14.79862237,13.99782567,FOL,10.68807013,3.12493489,3.359466363,10.45981661,10.43180779,1
181,24.36853664,5.322109673,24.74726263,6.457873222,FOL,9.966617255,2.653065194,2.583873297,5.266278963,9.823115994,1
185,23.65261781,4.793679592,9.386209988,3.111895753,FOL,6.048962423,1.980408871,1.886312048,4.561195808,5.696835008,1
186,30.15272368,9.999878365,14.74955723,12.01704435,FOL,12.47728742,2.966846857,2.75812272,9.567763295,11.97369394,1
187,26.98884152,7.45290207,9.296707448,8.496347445,FOL,11.0301708,2.848278847,2.852254242,7.357067748,10.94788252,1
188,20.44181121,4.965551486,11.34438513,7.132323526,FOL,7.879910049,2.202980931,2.781758787,4.745110798,7.135555918,1
189,26.03009332,6.182822734,10.66941614,5.74238139,FOL,7.802516337,2.409425515,2.341969069,5.678028918,7.124335536,1
190,23.02711812,4.632245124,14.97319546,7.161509199,FOL,7.381631161,2.50891794,2.542209678,4.582359457,7.280113618,1
191,23.96629674,3.942438723,13.83568138,6.062151121,FOL,8.4984131,3.098105057,2.539864662,3.778188083,8.344053968,1
193,30.87607988,5.238815406,23.86713573,2.40258148,BSC,13.21244523,3.662730962,1.777745311,4.89535524,12.46751559,1
194,24.06807669,4.359859671,16.882748,-0.121779328,BSC,7.8782533,3.09393411,1.072594543,2.671615978,7.017840597,1
195,31.08307706,4.542589678,26.19404851,2.046046926,BSC,9.726895701,4.309675243,1.625133048,4.315429513,9.317376839,1
196,21.68124323,7.617500253,9.323249507,1.168560736,BSC,9.023285392,2.221019152,1.529980306,7.534888773,8.851507748,1
198,20.05148678,3.484861463,16.69656274,0.489672976,BSC,6.337742888,2.47491931,1.338194139,3.381331969,6.212249973,1
199,23.65079557,6.532397653,21.18869967,4.208507625,BSC,10.84674325,3.578376431,2.15461241,6.395890461,10.49009119,1
200,27.58441422,4.620567784,32.28937281,3.262833137,BSC,10.58755916,4.416949021,2.026757581,4.488996503,10.41748556,1
202,24.81792351,4.309058954,27.96118989,2.293812891,BSC,9.599830479,3.308234787,1.729054312,4.145275568,9.330385944,1
204,25.90085753,4.080352079,11.43887166,0.848702253,BSC,10.58682124,2.511342926,1.374345147,3.566192472,8.708822859,1
205,26.34012089,4.818961766,20.96073958,0.959726112,BSC,15.0094771,3.739204467,1.449158732,4.505650416,14.05837602,1
206,24.90160907,5.670322468,18.87037205,1.876906246,BSC,8.708410194,3.198501879,1.274743092,5.589004509,8.586144358,1
207,26.83244484,7.91622285,12.75818792,2.822692177,BSC,13.13919602,3.059494867,1.635561948,7.804875165,12.89471986,1
208,27.41052765,3.616923822,22.87932508,0.420654168,BSC,11.97945369,3.268346674,1.29579458,2.852170634,10.59667255,1
210,27.991056,6.276073333,23.88402548,2.476397271,BSC,10.23393648,4.266867149,1.875466641,6.210722173,10.14279785,1
211,25.49166336,7.103406152,12.30066196,0.868906601,BSC,14.80321774,3.098162909,1.415772732,6.33883573,11.79620212,1
212,22.98186409,6.082822637,17.89948016,1.968707845,BSC,7.724726531,2.779997385,1.718669531,6.028871616,7.61168216,1
213,26.33989053,4.127130123,22.61385525,3.965132157,BSC,9.342516634,3.441374557,2.216076533,4.023848273,9.178971893,1
214,26.15357002,6.517104014,18.5759977,2.205812134,BSC,12.02287831,3.644365627,1.725602493,5.837595433,11.33081363,1
215,25.33709778,2.88127816,40.78284156,0.738575179,BSC,9.49216461,5.231405945,1.396206582,2.826354616,9.416781604,1
216,20.99285158,3.498951873,17.31991397,1.042917144,BSC,6.007699925,3.094097556,1.513338931,3.29912282,5.535335524,1
217,26.2425329,3.369200751,47.66486872,1.96488726,BSC,6.238982269,5.856962933,1.672175138,3.29313576,6.183619207,1
218,20.3169835,4.794175414,20.00112895,2.267714091,BSC,8.267678593,2.163385606,1.861190273,4.681157086,8.075176787,1
219,27.90896815,3.752824638,25.5010458,1.919003832,BSC,10.34624964,3.332134525,1.684150811,3.591063243,10.14406863,1
220,27.08165476,3.615882236,32.74350784,1.132201603,BSC,8.51891444,4.46148282,1.286949295,2.386517991,7.210285146,1
221,21.09122864,5.024917652,30.61042279,1.39571435,BSC,7.296165258,3.736741513,1.25009452,4.831922413,6.924173271,1
222,25.20712734,2.99132211,44.12550255,0.728393777,BSC,10.25847922,5.51504343,1.391074673,2.887277125,10.16108395,1
223,30.67008196,3.804891841,40.14758939,1.575255587,BSC,12.06214809,5.04859313,1.567122571,3.770943448,11.98424171,1
224,22.52769691,3.47193001,23.19004258,-0.994791458,BSC,5.652973174,3.307074757,0.494812283,0.260594408,1.988903647,1
225,23.2814514,5.747461081,10.04743955,2.151438477,BSC,9.169940345,1.947380572,1.45227734,5.638221615,8.849001724,1
228,30.41968242,6.369029517,38.44932529,3.154261228,BSC,13.77468466,4.141363057,1.966994883,4.947655584,12.75236772,1
229,25.03301391,3.893941287,12.97536289,0.74124437,BSC,9.173768049,2.379106827,1.360206963,3.682369049,8.883191103,1
230,20.65630841,3.310568103,15.22742292,2.150351224,BSC,6.302810585,1.602363985,1.916990704,3.276205915,6.238984045,1
231,26.62433488,7.323435907,13.41262104,4.893452934,BSC,9.610314404,2.226482707,1.961994487,7.250991049,9.532007413,1
232,25.75586898,6.233165584,10.3930436,2.187231125,BSC,11.78115798,2.198601024,1.459759435,4.304259512,7.906911462,1
233,23.83271517,6.969592581,34.29946509,6.380746281,BSC,10.83579492,4.927416141,2.262075661,6.352544811,9.76210532,1
234,29.19698897,10.20258986,15.05629048,7.187135259,BSC,15.89483528,3.223325805,2.112110158,10.12555663,15.70000743,1
235,24.54306827,4.479494162,25.07747043,3.497008617,BSC,6.772313838,3.650134214,2.104039438,4.40219014,6.65585651,1
236,31.10687949,4.579077971,22.75591188,0.69053842,BSC,16.37466402,3.351548555,1.292599705,1.23742081,5.320148291,1
237,22.34033869,3.229482353,11.8812246,0.818922809,BSC,6.737510925,2.144583747,1.467559474,3.166277719,6.676008146,1
238,26.51067868,3.631437925,32.4616878,0.659422787,BSC,10.86250942,4.151215361,1.307091887,3.028037625,10.24264878,1
239,25.40771637,3.356915052,23.10043132,2.787666896,BSC,6.529728527,3.885443306,1.841569714,3.096430985,6.227551513,1
240,29.40269811,6.73118896,13.39613858,9.920956886,BSC,21.61364859,2.518041572,2.731834755,6.681915757,21.53767415,1
241,26.68044096,2.720806248,25.39557147,0.875269259,BSC,7.224485688,3.723854705,1.36886817,2.440294184,6.962048232,1
242,28.05192499,4.801125255,15.22425005,0.880389893,BSC,8.907954668,2.891400027,1.376639384,1.845088514,1.471058131,1
243,25.7054362,5.132784734,30.87999256,3.850686986,BSC,9.115634887,3.925466345,1.949362715,5.031847219,8.99566978,1
245,19.64307154,2.121026898,16.93775994,1.56272004,BSC,4.851942249,2.60786697,1.492226817,2.07804872,4.747552245,1
246,17.12869597,3.497425426,8.708423763,0.717657752,BSC,5.186035656,1.436752708,1.38253224,3.46206113,5.140881244,1
247,22.07631847,10.83325689,10.76037624,4.378998405,BSC,9.411817006,2.702524403,1.997181399,10.23484941,8.775140552,1
249,23.84490811,7.335693652,11.71439625,2.06828496,BSC,8.510892174,2.312471925,1.599980178,7.265416936,8.43633051,1
250,24.16281443,3.890428668,21.78332319,1.74826994,BSC,8.475124688,3.269788193,1.651835876,3.789389541,8.297948774,1
251,24.31271163,3.287308017,37.58507353,-0.432712667,BSC,8.46470465,4.270365575,0.981679634,2.817885494,7.872425137,1
252,25.23972718,4.760545031,27.55231304,25.03646761,BSC,9.732412021,3.946601657,3.244318207,4.654252288,9.551967624,1
253,25.46946194,5.256993182,27.17641495,1.806323562,BSC,9.563912324,3.178004447,1.74718987,4.880531636,9.24927535,1
254,25.25547262,4.354105222,38.26557557,3.540285093,BSC,8.323265609,5.135320338,1.882895429,3.984572902,7.938654502,1
255,30.18809983,9.152468501,36.59090818,7.682646679,BSC,11.37889573,4.475706682,2.38477928,9.071574395,11.20757881,1
258,28.70698537,6.033039988,24.61748568,3.153255171,BSC,11.43018741,4.041392439,1.798753842,5.9637337,11.32959397,1
259,24.78645712,5.543877444,27.62470117,2.311119526,BSC,10.24631708,2.542477239,1.799759568,5.372478569,9.92878477,1
261,23.48735189,12.33775178,9.826931506,7.088360085,BSC,10.16583027,2.2809238,2.382588095,12.06184516,9.759307608,1
262,25.58094471,5.478252253,24.13510718,4.112932424,BSC,12.16752047,3.523911753,1.894650645,5.245067091,11.89306419,1
263,28.57792362,3.802385715,33.75749287,1.745802986,BSC,11.52204179,4.1589938,1.568325144,3.63434835,11.32499083,1
264,24.49645377,4.902791324,17.5332061,1.975576126,BSC,9.036587724,2.881902668,1.787386289,4.831045208,8.950192546,1
266,21.1095382,3.718771556,14.89818219,1.846528501,BSC,7.303514059,2.395804352,1.678581731,3.665485163,7.251870639,1
267,28.08010944,5.835174255,21.50527195,1.581505394,BSC,12.76469925,3.368328719,1.368674078,5.713654284,12.40089363,1
268,30.35137085,7.168041655,20.31391282,3.812502783,BSC,14.06535708,3.329312658,1.963945729,6.991387495,13.72154892,1
270,27.52252342,3.667359052,40.88071325,1.549105223,BSC,9.502928391,5.159977444,1.490363891,3.463276562,9.168924602,1
271,29.92017023,4.664628969,27.159277,1.25267222,BSC,10.05502829,3.437218424,1.394383019,3.485488397,8.102675837,1
272,21.14916896,5.324818649,13.12251922,0.336463911,BSC,11.78147735,1.791914926,1.179011992,2.355763374,9.639306584,1
274,26.26827714,3.286518092,39.50324314,1.01738067,BSC,9.335176629,5.083558586,1.370720042,2.536865887,8.689132645,1
276,26.24100764,6.638951819,22.45422973,2.715754245,BSC,12.03712989,2.64501655,1.891283017,6.557887217,11.86300467,1
278,20.8845398,3.269102276,24.97508874,0.836986076,BSC,6.33469802,3.84790025,1.340867025,3.165107514,6.140328916,1
279,22.88625936,6.834104736,21.71043306,5.373123479,BSC,8.837375188,3.879636663,2.083685213,6.43202895,8.180486898,1
281,30.75955224,9.055112435,20.75513214,4.153357089,BSC,10.64472159,3.434545376,1.691290506,8.825434011,10.30892256,1
282,27.99954754,3.486455539,22.66096042,0.96028813,BSC,9.20519603,3.477031948,1.470448365,3.02900302,8.396439545,1
283,25.67190355,2.984973075,38.69883534,-0.564601677,BSC,7.624534809,4.924712349,0.94247326,2.294086258,6.613510575,1
284,29.39672593,4.418209377,19.82548797,-0.569616904,BSC,10.24735488,3.531932598,0.951893537,4.028889176,9.581335568,1
